Times,Classifier,Accuracy,Recall,Precision,F1 Score,Feature Size,GA score,Feature names
10,KNN,69.86301369863014,75.99502487562188,58.55155482815058,55.97587719298245,6,0.27401065449010653,"['race', 'treatments_radiation_treatment_or_therapy', 't_depth', 't_ref_count', 'CLIN_SIG', 'hotspot']"
11,KNN,78.08219178082192,80.99273607748184,70.949263502455,72.45283018867926,10,0.3028006088280061,"['race', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'PolyPhen']"
12,KNN,68.4931506849315,65.76923076923077,60.06546644844517,59.76515696141864,7,0.3028006088280061,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_t', 't_depth', 'BIOTYPE', 'hotspot']"
13,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,13,0.3011339421613394,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
14,KNN,69.86301369863014,68.5792349726776,61.12929623567922,60.86744639376218,11,0.3033561643835616,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 't_depth', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG']"
15,KNN,63.013698630136986,56.41025641025641,54.09165302782324,52.76779295470884,7,0.2886834094368341,"['gender', 'race', 'ajcc_t', 'ajcc_pathologic_n', 't_ref_count', 'CLIN_SIG', 'SIFT']"
16,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,8,0.28979452054794524,"['treatments_radiation_treatment_or_therapy', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 'n_depth', 'CLIN_SIG', 'hotspot', 'SIFT']"
17,KNN,75.34246575342466,86.15384615384616,65.38461538461539,65.49369747899159,7,0.30446727549467273,"['treatments_pharmaceutical_treatment_or_therapy', 'age', 'ajcc_t', 't_depth', 't_ref_count', 't_alt_count', 'CLIN_SIG']"
18,KNN,71.23287671232876,77.7056277056277,60.47463175122749,58.889782783588096,5,0.287572298325723,"['treatments_radiation_treatment_or_therapy', 'age', 't_alt_count', 'n_depth', 'PolyPhen']"
19,KNN,65.75342465753424,61.08974358974359,57.0785597381342,56.26647495806374,9,0.23499238964992394,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 't_depth', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
20,KNN,75.34246575342466,75.21929824561404,68.82160392798691,69.91758241758241,14,0.2886834094368341,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
21,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,8,0.2914611872146119,"['treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 't_ref_count', 't_alt_count', 'n_depth', 'PolyPhen']"
22,KNN,71.23287671232876,71.8475073313783,62.19312602291326,61.988594098685844,15,0.2886834094368341,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
23,KNN,72.6027397260274,71.2171052631579,65.83469721767594,66.57509157509158,11,0.3011339421613394,"['gender', 'race', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'n_depth', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
24,KNN,75.34246575342466,81.5079365079365,66.24386252045826,66.81818181818183,7,0.30168949771689496,"['treatments_pharmaceutical_treatment_or_therapy', 'age', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'CLIN_SIG']"
25,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,9,0.30168949771689496,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 'n_depth', 'hotspot', 'SIFT']"
26,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,11,0.23499238964992394,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 't_alt_count', 'n_depth', 'BIOTYPE', 'hotspot', 'PolyPhen']"
27,KNN,68.4931506849315,65.76923076923077,60.06546644844517,59.76515696141864,11,0.30057838660578384,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'hotspot']"
28,KNN,71.23287671232876,70.44871794871794,63.05237315875614,63.26383896477354,11,0.28979452054794524,"['gender', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'hotspot', 'SIFT']"
29,KNN,75.34246575342466,78.55191256830601,67.10310965630116,67.98245614035088,9,0.30168949771689496,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 'n_depth', 'hotspot']"
30,KNN,68.4931506849315,69.8051948051948,57.48772504091654,54.97452400107268,8,0.287572298325723,"['gender', 'age', 'ajcc_pathologic_n', 't_depth', 'n_depth', 'BIOTYPE', 'hotspot', 'PolyPhen']"
31,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,11,0.23221461187214618,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'SIFT']"
32,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,10,0.2886834094368341,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
33,KNN,71.23287671232876,71.8475073313783,62.19312602291326,61.988594098685844,11,0.3022450532724505,"['race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT']"
34,KNN,69.86301369863014,67.7360774818402,61.988543371522084,62.12264150943396,8,0.2745662100456621,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'age', 'ajcc_pathologic_m', 't_ref_count', 't_alt_count', 'BIOTYPE', 'PolyPhen']"
35,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,14,0.30168949771689496,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
36,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,14,0.273455098934551,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT']"
37,KNN,69.86301369863014,72.11538461538461,59.41080196399346,57.825630252100844,7,0.3011339421613394,"['race', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 't_ref_count', 'CLIN_SIG', 'PolyPhen']"
38,KNN,71.23287671232876,74.04513888888889,61.333878887070384,60.54054054054055,5,0.29090563165905636,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'n_depth', 'BIOTYPE']"
39,KNN,69.86301369863014,69.92063492063491,60.27004909983633,59.44444444444444,9,0.2881278538812786,"['treatments_pharmaceutical_treatment_or_therapy', 'age', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
40,KNN,68.4931506849315,67.70833333333333,58.346972176759415,56.782496782496786,9,0.2621156773211568,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'hotspot', 'PolyPhen']"
41,KNN,75.34246575342466,81.5079365079365,66.24386252045826,66.81818181818183,13,0.2881278538812786,"['gender', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
42,KNN,72.6027397260274,70.60606060606061,66.69394435351883,67.46880570409982,9,0.2474429223744292,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 'hotspot', 'SIFT']"
43,KNN,71.23287671232876,71.8475073313783,62.19312602291326,61.988594098685844,8,0.2881278538812786,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 't_alt_count', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
44,KNN,73.97260273972603,77.19941348973607,65.18003273322422,65.6087279940491,12,0.2773439878234399,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_n', 't_depth', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
45,KNN,75.34246575342466,75.21929824561404,68.82160392798691,69.91758241758241,14,0.3033561643835616,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
46,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,7,0.2892389649923897,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_pathologic_m', 't_depth', 'PolyPhen']"
47,KNN,73.97260273972603,77.19941348973607,65.18003273322422,65.6087279940491,14,0.2881278538812786,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
48,KNN,69.86301369863014,69.92063492063491,60.27004909983633,59.44444444444444,10,0.30391171993911714,"['agegroup', 'age', 'ajcc_t', 't_depth', 't_ref_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
49,KNN,72.6027397260274,75.71428571428571,63.256955810147296,63.13131313131313,9,0.2892389649923897,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'ajcc_pathologic_m', 't_ref_count', 'n_depth', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
0,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,16,0.30446727549467273,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
1,KNN,75.34246575342466,78.55191256830601,67.10310965630116,67.98245614035088,14,0.30446727549467273,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
2,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,12,0.30502283105022826,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'hotspot']"
3,KNN,71.23287671232876,71.8475073313783,62.19312602291326,61.988594098685844,12,0.2778995433789954,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
4,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,15,0.30391171993911714,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'hotspot', 'PolyPhen']"
5,KNN,76.71232876712328,79.8076923076923,69.02618657937806,70.26120297148336,10,0.3196955859969559,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 'n_depth', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
6,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,14,0.2914611872146119,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT']"
7,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,12,0.30446727549467273,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_n', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
8,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,16,0.29090563165905636,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
9,KNN,78.08219178082192,79.22149122807018,71.80851063829788,73.26007326007327,12,0.30391171993911714,"['gender', 'race', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
10,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,14,0.30502283105022826,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 'n_depth', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
11,KNN,71.23287671232876,74.04513888888889,61.333878887070384,60.54054054054055,7,0.30446727549467273,"['ajcc_pathologic_n', 't_depth', 't_alt_count', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
12,KNN,76.71232876712328,79.8076923076923,69.02618657937806,70.26120297148336,11,0.30557838660578385,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_n', 't_alt_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT']"
13,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,10,0.2903500761035008,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
14,KNN,72.6027397260274,75.71428571428571,63.256955810147296,63.13131313131313,9,0.3061339421613394,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'ajcc_t', 'ajcc_pathologic_m', 'n_depth', 'BIOTYPE', 'SIFT', 'PolyPhen']"
15,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,17,0.30391171993911714,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
16,KNN,69.86301369863014,68.5792349726776,61.12929623567922,60.86744639376218,12,0.30502283105022826,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
17,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,13,0.2914611872146119,"['gender', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'CLIN_SIG', 'SIFT']"
18,KNN,72.6027397260274,70.60606060606061,66.69394435351883,67.46880570409982,13,0.2903500761035008,"['gender', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
19,KNN,68.4931506849315,66.49560117302053,59.20621931260229,58.36846020332259,12,0.30446727549467273,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
20,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,15,0.3061339421613394,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
21,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,12,0.30446727549467273,"['race', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
22,KNN,75.34246575342466,75.21929824561404,68.82160392798691,69.91758241758241,12,0.3028006088280061,"['gender', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
23,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,18,0.278455098934551,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
24,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,11,0.27901065449010654,"['race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'SIFT']"
25,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,8,0.30446727549467273,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'age', 'ajcc_t', 't_alt_count', 'n_depth', 'BIOTYPE', 'PolyPhen']"
26,KNN,71.23287671232876,70.44871794871794,63.05237315875614,63.26383896477354,12,0.30502283105022826,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
27,KNN,76.71232876712328,77.93103448275862,69.88543371522096,71.17305458768874,13,0.3191400304414004,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
28,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,12,0.30502283105022826,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'SIFT']"
29,KNN,73.97260273972603,77.19941348973607,65.18003273322422,65.6087279940491,13,0.2914611872146119,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 't_ref_count', 't_alt_count', 'n_depth', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
30,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,15,0.28979452054794524,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
31,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,12,0.30668949771689497,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 'CLIN_SIG', 'SIFT']"
32,KNN,72.6027397260274,71.2171052631579,65.83469721767594,66.57509157509158,15,0.3061339421613394,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'BIOTYPE', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
33,KNN,68.4931506849315,66.49560117302053,59.20621931260229,58.36846020332259,9,0.30391171993911714,"['race', 'agegroup', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 'n_depth', 'CLIN_SIG', 'hotspot', 'SIFT']"
34,KNN,73.97260273972603,77.19941348973607,65.18003273322422,65.6087279940491,10,0.30391171993911714,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG']"
35,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,15,0.2778995433789954,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
36,KNN,75.34246575342466,78.55191256830601,67.10310965630116,67.98245614035088,12,0.2892389649923897,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'PolyPhen']"
37,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,9,0.2920167427701675,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_pathologic_n', 't_ref_count', 'hotspot', 'SIFT', 'PolyPhen']"
