Times,Classifier,Accuracy,Recall,Precision,F1 Score,Feature Size,GA score,Feature names
25,FGOA,76.71232876712328,61.53846153846154,69.56521739130434,65.3061224489796,6,0.19531755915317559,"['treatments_pharmaceutical_treatment_or_therapy', 'age', 'ajcc_pathologic_stage', 't_depth', 'hotspot', 'PolyPhen']"
26,FGOA,69.86301369863014,57.692307692307686,57.692307692307686,57.692307692307686,8,0.19531755915317559,"['gender', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_stage', 't_alt_count', 'hotspot', 'SIFT', 'PolyPhen']"
27,FGOA,76.71232876712328,61.53846153846154,69.56521739130434,65.3061224489796,8,0.1962266500622665,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'age', 'ajcc_pathologic_stage', 't_depth', 't_alt_count', 'hotspot', 'SIFT']"
28,FGOA,63.013698630136986,42.30769230769231,47.82608695652174,44.89795918367347,4,0.19531755915317559,"['age', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
29,FGOA,73.97260273972603,34.61538461538461,81.81818181818183,48.64864864864865,3,0.19531755915317559,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'hotspot']"
30,FGOA,71.23287671232876,53.84615384615385,60.86956521739131,57.14285714285714,7,0.19440846824408467,"['age', 't_depth', 't_alt_count', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
31,FGOA,69.86301369863014,65.38461538461539,56.666666666666664,60.71428571428571,5,0.19531755915317559,"['gender', 'age', 'ajcc_pathologic_stage', 't_alt_count', 'CLIN_SIG']"
32,FGOA,69.86301369863014,57.692307692307686,57.692307692307686,57.692307692307686,8,0.1962266500622665,"['gender', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_stage', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
33,FGOA,69.86301369863014,30.76923076923077,66.66666666666666,42.10526315789473,6,0.19440846824408467,"['gender', 'treatments_radiation_treatment_or_therapy', 'age', 't_alt_count', 'SIFT', 'PolyPhen']"
34,FGOA,69.86301369863014,57.692307692307686,57.692307692307686,57.692307692307686,7,0.19349937733499376,"['treatments_pharmaceutical_treatment_or_therapy', 'age', 't_depth', 't_alt_count', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
35,FGOA,76.71232876712328,61.53846153846154,69.56521739130434,65.3061224489796,10,0.1962266500622665,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_stage', 't_depth', 't_alt_count', 'hotspot', 'SIFT', 'PolyPhen']"
36,FGOA,69.86301369863014,57.692307692307686,57.692307692307686,57.692307692307686,5,0.1962266500622665,"['ajcc_pathologic_stage', 't_depth', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
37,FGOA,73.97260273972603,53.84615384615385,66.66666666666666,59.57446808510638,5,0.19440846824408467,"['treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_stage', 't_alt_count', 'PolyPhen']"
