Times,Classifier,Accuracy,Recall,Precision,F1 Score,Feature Size,GA score,Feature names
13,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'CLIN_SIG', 'PolyPhen']"
14,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'hotspot']"
15,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
16,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
17,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,6,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_alt_count', 'SIFT', 'PolyPhen']"
18,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_depth', 'CLIN_SIG']"
19,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_depth', 'CLIN_SIG']"
20,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_alt_count', 'CLIN_SIG']"
21,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
22,HHO,76.71232876712328,57.692307692307686,71.42857142857143,63.829787234042556,4,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'PolyPhen']"
23,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_alt_count', 'CLIN_SIG']"
24,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'PolyPhen']"
25,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,4,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_depth']"
26,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
27,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
28,HHO,73.97260273972603,42.30769230769231,73.33333333333333,53.65853658536586,3,0.0,"['treatments_radiation_treatment_or_therapy', 'age', 't_depth']"
29,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,4,0.0,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
30,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_depth', 'PolyPhen']"
31,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
32,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,4,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'CLIN_SIG']"
33,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
34,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
35,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'CLIN_SIG', 'hotspot']"
36,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_alt_count', 'SIFT']"
37,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
38,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,4,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_alt_count']"
39,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,4,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'CLIN_SIG']"
40,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_alt_count', 'PolyPhen']"
41,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'hotspot']"
42,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,4,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'CLIN_SIG']"
43,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,4,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'CLIN_SIG']"
44,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
45,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,6,0.0,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_depth', 'CLIN_SIG']"
46,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,5,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 't_alt_count', 'SIFT']"
47,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
48,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
49,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
50,HHO,78.08219178082192,61.53846153846154,72.72727272727273,66.66666666666666,3,0.0,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age']"
